A_Node in-degree,A_Node out-degree,A_Eigenvector centrality,A_Page rank,B_Node in-degree,B_Node out-degree,B_Eigenvector centrality,B_Page rank
0.5,3042715,3811,32579,1951.52822645,890.613211633,1.37257368422,0.100503358535,2.88107706749,7855,33.0857468066,2423.98912356,27,17,0.059466750453641616,0.002912354652994803,657021,4535,6187,640.945858955,103.354442415,2.13513670915,0.359533601106,1.87610646658,2453,28.3141932875,1644.85766276,27,17,0.059466750453641616,0.002912354652994803
0.5,9093,672,457,11.1220209346,2.81352304477,15.1659349125,2.53866717594,7.01675925031,36,123.138888889,4708.16666667,1,2,0.0,0.0005563836254928336,541611,2140,10406,2418.36985923,981.459888729,13.9255848212,0.100503358535,32.9730239162,8550,59.1202267994,4861.41090025,27,17,0.059466750453641616,0.002912354652994803
0.5,128305,213,942,140.038427023,77.7520497721,2.14953593034,0.100503358535,19.4340698837,466,29.9936440678,1643.37923729,27,17,0.059466750453641616,0.002912354652994803,756715,12949,1311,38.2605222677,10.6975673388,12.8457932425,1.58428385573,12.1066615563,144,209.717241379,21496.5655172,27,17,0.059466750453641616,0.002912354652994803
0.5,1706188,402,12138,837.580052302,93.569848167,7.6212593663,2.6090599903,4.86627099055,2597,21.2891013384,1937.63938815,27,17,0.059466750453641616,0.002912354652994803,501043,3289,6694,307.805391227,72.5250702042,2.10364411311,0.604091150446,2.83240137645,1093,70.6588021779,4390.37931034,27,17,0.059466750453641616,0.002912354652994803
0.5,1043,974,31,0.100503358535,0.100503358535,1.13426952429,0.100503358535,1.63734934712,0,0,0,20,22,0.06868547004384117,0.002138783538936846,48711,22845,932,61.9248042388,18.5789010899,0.100503358535,0.100503358535,0.100503358535,229,80.3433476395,4431.68240343,35,36,0.11762816045508438,0.0037674527264236024
0.5,3867,2059,170,92.9958484391,6.55883049248,66.0539248723,9.21383496966,54.4814646219,252,89.4745098039,2699.65490196,20,22,0.06868547004384117,0.002138783538936846,242529,7561,3702,242.63363551,106.676389127,7.19833043932,2.04051108512,10.073921354,894,63.0989988877,8653.06562848,27,17,0.059466750453641616,0.002912354652994803
0.5,794,892,32,1.33691417504,0.362150068203,1.05921255864,0.337131952744,0.822583964435,4,0,68.5,25,22,0.07332796157734574,0.0028356877067814007,7360339,95,43590,12473.150064,9597.00107289,5.32394729283,1.35362352682,8.26623872778,46906,7.32031991897,838.486589149,27,17,0.059466750453641616,0.002912354652994803
0.5,404679,3866,7149,89.0150487336,10.4367800398,14.1894824157,0.830095012363,8.07089836465,322,250.058282209,7562.35276074,27,17,0.059466750453641616,0.002912354652994803,71597,44262,1437,10.4035634589,3.36535463966,0.591205606947,0.100503358535,5.0745674068,47,72.1063829787,2146.89361702,15,19,0.06140793006173443,0.001586695816977863
0.5,3832,859,312,11.1233264183,3.75520643943,0.573856156879,0.100503358535,1.30143467884,36,67.7567567568,1152.24324324,20,22,0.06868547004384117,0.002138783538936846,298668,551,6209,493.256379358,206.660552171,4.11521228104,0.854539102098,3.07546280949,2021,75.9700980392,3865.44656863,27,17,0.059466750453641616,0.002912354652994803
0.5,1682535,1015,24553,406.752146874,275.93194543,6.66120809135,1.8062605472,5.76726690367,1660,171.575811209,10590.3946903,27,17,0.059466750453641616,0.002912354652994803,185616,1001,15117,266.013873916,54.3452304246,13.1119037493,0.334765666801,13.6651725665,928,172.986228814,5321.64618644,27,17,0.059466750453641616,0.002912354652994803
0.5,3253,833,110,15.2853046537,7.68423654073,0.100503358535,0.100503358535,0.100503358535,68,284.802816901,5172.28169014,20,22,0.06868547004384117,0.002138783538936846,16637,2588,1241,106.564028452,28.568819586,3.3793549082,0.5908589259,4.32928110734,390,127.431818182,1968.48989899,1,2,0.0,0.0005563836254928336
0.5,78083,679,3680,165.594483553,89.1431564125,5.18626684479,2.4168313702,7.17936378545,682,82.9869565217,3777.76666667,15,19,0.06140793006173443,0.001586695816977863,2696,1718,20,4.23705175388,0.321056671521,0.586102452138,0.100503358535,0.837439237474,18,84.9444444444,2656.88888889,20,22,0.06868547004384117,0.002138783538936846
0.5,2470,357,119,1.12647413045,0.323284482763,0.337131952744,0.337131952744,0.596162195315,5,60.6,1983,20,22,0.06868547004384117,0.002138783538936846,146298,49266,9392,146.311226579,84.4510189798,1.3083555275,0.100503358535,4.0358259366,600,54.802306425,1953.62602965,27,17,0.059466750453641616,0.002912354652994803
0.5,3832,859,312,11.1233264183,3.75520643943,0.573856156879,0.100503358535,1.30143467884,36,67.7567567568,1152.24324324,20,22,0.06868547004384117,0.002138783538936846,54453,7688,2597,115.323357245,22.752883155,16.8677184175,2.09249850431,10.746838393,441,258.051454139,8569.14988814,35,36,0.11762816045508438,0.0037674527264236024
0.5,739581,10723,1279,102.026750104,96.7713185484,1.53732181604,1.05435803853,3.46775398195,432,11.1916859122,966.193995381,27,17,0.059466750453641616,0.002912354652994803,3106,3232,47,4.12499754996,2.57111280087,0.100503358535,0.100503358535,1.10906797863,17,5,531.944444444,20,22,0.06868547004384117,0.002138783538936846
0.5,220242,357,1062,452.547280711,140.0075344,13.439022061,3.04369326436,13.6479820066,1796,13.6619178082,1375.80767123,27,17,0.059466750453641616,0.002912354652994803,627,1993,3,2.22317887024,0.327807841984,7.04985865635,1.29593676278,4.05226712998,9,14.5555555556,338.777777778,25,22,0.07332796157734574,0.0028356877067814007
0.5,15002,1945,670,98.5074168407,20.957708926,25.6464141098,0.83950890846,23.3514624082,350,83.4039548023,3133.56214689,1,2,0.0,0.0005563836254928336,627,1993,3,2.22317887024,0.327807841984,7.04985865635,1.29593676278,4.05226712998,9,14.5555555556,338.777777778,25,22,0.07332796157734574,0.0028356877067814007
0.5,236123,858,2794,77.1935733839,23.9710764579,12.5416012889,2.55072506841,12.6070724246,307,159.200647249,5131.31067961,27,17,0.059466750453641616,0.002912354652994803,96531,87,363,81.5617342573,43.3214649545,6.59024510976,2.3391332378,12.0896446122,296,9.20875420875,2112.07407407,15,19,0.06140793006173443,0.001586695816977863
0.5,7147,737,112,2.33298972668,0.714556340145,0.862129980767,0.100503358535,1.35758870294,11,13.2727272727,520.181818182,1,2,0.0,0.0005563836254928336,44,79,1,0.576871582486,0.100503358535,0.100503358535,0.100503358535,0.100503358535,2,33.5,629,15,17,0.05471347065010197,0.0016705830348218772
0.5,220242,357,1062,452.547280711,140.0075344,13.439022061,3.04369326436,13.6479820066,1796,13.6619178082,1375.80767123,27,17,0.059466750453641616,0.002912354652994803,1682535,1015,24553,406.752146874,275.93194543,6.66120809135,1.8062605472,5.76726690367,1660,171.575811209,10590.3946903,27,17,0.059466750453641616,0.002912354652994803
0.5,54453,7688,2597,115.323357245,22.752883155,16.8677184175,2.09249850431,10.746838393,441,258.051454139,8569.14988814,35,36,0.11762816045508438,0.0037674527264236024,676,243,43,1.98253086255,1.36064061784,0.100503358535,0.100503358535,36.4016397161,6,4.66666666667,269.5,25,22,0.07332796157734574,0.0028356877067814007
0.5,7147,737,112,2.33298972668,0.714556340145,0.862129980767,0.100503358535,1.35758870294,11,13.2727272727,520.181818182,1,2,0.0,0.0005563836254928336,508213,554,16338,3619.31076978,878.310233803,7.82867570173,2.26757425945,23.6213238573,12453,47.6179080824,2314.93335975,27,17,0.059466750453641616,0.002912354652994803
0.5,41765,185,1356,1529.64305757,282.858500112,76.8095144531,5.39217109551,104.438625475,3307,50.1320417288,3585.78986587,35,36,0.11762816045508438,0.0037674527264236024,245591,266,4105,111.713045319,46.7096713942,2.43858365023,0.571441825748,3.14139423789,501,156.454365079,6599.69642857,27,17,0.059466750453641616,0.002912354652994803
0.5,444,155,14,0.100503358535,0.100503358535,0.349326776018,0.100503358535,0.349326776018,0,0,0,25,22,0.07332796157734574,0.0028356877067814007,3867,2059,170,92.9958484391,6.55883049248,66.0539248723,9.21383496966,54.4814646219,252,89.4745098039,2699.65490196,20,22,0.06868547004384117,0.002138783538936846
0.5,186557,90762,3166,489.106378736,75.7688776728,0.100503358535,0.100503358535,0.100503358535,764,309.220492866,20356.0155642,27,17,0.059466750453641616,0.002912354652994803,143101,128686,8742,874.212873202,347.630667262,4.49847061965,0.100503358535,34.9779777238,2767,105.734781061,5276.96262015,27,17,0.059466750453641616,0.002912354652994803
0.5,57840,27137,5245,271.759860328,35.9558041591,13.0793877781,0.100503358535,12.6428812457,890,294.170731707,8733.9767184,15,19,0.06140793006173443,0.001586695816977863,154830,10613,2910,138.757742448,50.1686980014,3.55783179957,0.341936471695,3.81385000977,542,126.071823204,6302.39779006,27,17,0.059466750453641616,0.002912354652994803
0.5,697,14,37,20.6191476341,12.3688453917,7.78315295704,3.69819548748,11.3782884267,54,47.2181818182,790.636363636,25,22,0.07332796157734574,0.0028356877067814007,489,473,16,2.21572341902,0.538121765059,0.100503358535,0.100503358535,0.362150068203,10,91.9,2778.9,25,22,0.07332796157734574,0.0028356877067814007
0.5,7185698,30,29179,29146.9564617,18082.7435955,0.100503358535,0.100503358535,4.50239641345,88154,4.06106579419,649.156485299,27,17,0.059466750453641616,0.002912354652994803,2774790,20342,15836,5088.57716465,6.18308067892,0.810460607776,0.339522140564,1.08175730664,18549,4.78133906964,454.967894595,27,17,0.059466750453641616,0.002912354652994803
0.5,3638,3341,85,2.79357720107,1.40270262958,2.59408926769,0.598150193501,3.80214341589,11,9.41666666667,489.083333333,20,22,0.06868547004384117,0.002138783538936846,9450,1511,470,28.3421055161,5.88013836601,7.4443449145,1.10168995508,6.08306510004,113,100.088495575,1885.67256637,1,2,0.0,0.0005563836254928336
0.5,3525,3115,131,0.100503358535,0.100503358535,0.100503358535,0.100503358535,0.100503358535,0,0,0,20,22,0.06868547004384117,0.002138783538936846,794,479,8,0.306073458935,0.306073458935,0.100503358535,0.100503358535,1.62198088723,1,49,4969,25,22,0.07332796157734574,0.0028356877067814007
0.5,15002,1945,670,98.5074168407,20.957708926,25.6464141098,0.83950890846,23.3514624082,350,83.4039548023,3133.56214689,1,2,0.0,0.0005563836254928336,1611042,936,10346,388.093281965,65.7190455264,2.08696134835,0.349326776018,1.09632239813,1637,35.5006031363,3538.08926417,27,17,0.059466750453641616,0.002912354652994803
0.5,126738,779,4115,171.819555176,37.2942852658,4.41132266395,1.53022249247,4.20288258489,690,126.044159544,3627.96866097,27,17,0.059466750453641616,0.002912354652994803,725,645,44,4.10829871077,0.709693061502,1.56890938185,0.834706370192,1.83266497678,15,128.8,2381.46666667,25,22,0.07332796157734574,0.0028356877067814007
0.5,804394,1370,15143,6881.48299573,5013.64229512,22.683131263,2.38553797354,18.4209811988,23958,21.3249876868,1413.82539813,27,17,0.059466750453641616,0.002912354652994803,9450,1511,470,28.3421055161,5.88013836601,7.4443449145,1.10168995508,6.08306510004,113,100.088495575,1885.67256637,1,2,0.0,0.0005563836254928336
0.5,44,79,1,0.576871582486,0.100503358535,0.100503358535,0.100503358535,0.100503358535,2,33.5,629,15,17,0.05471347065010197,0.0016705830348218772,186557,90762,3166,489.106378736,75.7688776728,0.100503358535,0.100503358535,0.100503358535,764,309.220492866,20356.0155642,27,17,0.059466750453641616,0.002912354652994803
0.5,30426,1376,379,43.6753508777,11.8914622473,6.63496225239,2.60665688499,14.0408582974,148,65.6535947712,15604.496732,35,36,0.11762816045508438,0.0037674527264236024,444,155,14,0.100503358535,0.100503358535,0.349326776018,0.100503358535,0.349326776018,0,0,0,25,22,0.07332796157734574,0.0028356877067814007
0.5,334,309,1,3.90380604903,0.474210670215,0.588641207545,0.100503358535,1.31821216972,17,12.4705882353,1921.88235294,25,22,0.07332796157734574,0.0028356877067814007,703,715,58,11.9070903169,0.349326776018,13.1678311589,1.58926775245,10.9409515694,31,38.84375,602.21875,25,22,0.07332796157734574,0.0028356877067814007
0.5,19562,17637,278,572.874855518,390.2936809,27.5520404128,7.16755674559,32.1019061639,1762,23.4692957746,1395.8456338,35,36,0.11762816045508438,0.0037674527264236024,366460,466,3381,1167.89692965,415.263913927,49.9186328622,8.06155671768,82.5351766421,3450,17.9143591208,1464.34627462,27,17,0.059466750453641616,0.002912354652994803
0.5,1404323,563,20057,967.720641729,579.431127684,4.47379849183,0.805680232136,6.24180594033,4027,57.6438389197,3201.29370629,27,17,0.059466750453641616,0.002912354652994803,4189,2094,187,6.69736553572,1.42567842413,4.48360723968,1.33295457456,3.77355341475,29,79.2068965517,2846.79310345,20,22,0.06868547004384117,0.002138783538936846
0.5,78731,6212,1971,97.3958422434,57.1797678825,13.8436437887,1.78863596845,12.6607555142,378,59.9166666667,2026.7578125,15,19,0.06140793006173443,0.001586695816977863,628,921,6,3.94384833948,0.618590008348,4.76992966496,0.87013612691,2.95323721997,8,210.625,14027.5,25,22,0.07332796157734574,0.0028356877067814007
0.5,570772,5390,6687,206.960216096,63.0868408961,1.55279875783,0.591205606947,1.31557786411,775,71.7395171537,4372.91232529,27,17,0.059466750453641616,0.002912354652994803,163145,906,4475,182.175568401,78.0432023746,11.6076680412,3.59001979003,9.60515452068,688,82.9386590585,1809.65049929,27,17,0.059466750453641616,0.002912354652994803
0.5,15385,673,747,55.9935458813,22.3219449455,6.94623325492,0.341936471695,6.50397747795,202,152.495098039,3286.61764706,1,2,0.0,0.0005563836254928336,3914,1439,165,2.4042122036,1.16194602972,0.100503358535,0.100503358535,0.100503358535,9,18.7777777778,899,20,22,0.06868547004384117,0.002138783538936846
0.5,449373,382,13718,144.702460204,80.7915876221,3.3244742387,0.35694329868,2.54730475269,630,221.007874016,13912.3322835,27,17,0.059466750453641616,0.002912354652994803,1367,539,80,3.17020245433,0.801664592897,0.349326776018,0.100503358535,0.349326776018,13,74.8461538462,1868.23076923,20,22,0.06868547004384117,0.002138783538936846
0.5,266407,1592,6734,660.897263062,297.090332679,28.2579999628,0.839682343383,20.7226649911,2376,66.3959899749,2706.10818713,27,17,0.059466750453641616,0.002912354652994803,9679,322,213,9.60716309,0.310247364657,0.100503358535,0.100503358535,0.100503358535,42,26.7619047619,1770,1,2,0.0,0.0005563836254928336
0.5,21591,1179,228,90.4565058494,25.7982917525,5.70932864827,1.11115882218,5.17662002447,369,18.4429708223,1330.36604775,35,36,0.11762816045508438,0.0037674527264236024,9450,1511,470,28.3421055161,5.88013836601,7.4443449145,1.10168995508,6.08306510004,113,100.088495575,1885.67256637,1,2,0.0,0.0005563836254928336
0.5,38,0,0,0.100503358535,0.100503358535,0.100503358535,0.100503358535,0.346838541843,0,0,0,15,17,0.05471347065010197,0.0016705830348218772,5751,909,413,22.3163323901,2.73593724104,6.82516505669,1.04979474059,4.9147742867,88,310.75,8955.43181818,20,22,0.06868547004384117,0.002138783538936846
0.5,53678,1751,496,191.438869699,62.7249449229,0.100503358535,0.100503358535,0.100503358535,599,15.1765676568,3087.46369637,35,36,0.11762816045508438,0.0037674527264236024,16978,6715,451,0.332423043719,0.100503358535,0.100503358535,0.100503358535,3.34299851074,1,130,2874,1,2,0.0,0.0005563836254928336
0.5,266407,1592,6734,660.897263062,297.090332679,28.2579999628,0.839682343383,20.7226649911,2376,66.3959899749,2706.10818713,27,17,0.059466750453641616,0.002912354652994803,103607,53468,3137,48.048702113,25.0929446732,0.100503358535,0.100503358535,0.100503358535,203,30.0931372549,3217.36764706,15,19,0.06140793006173443,0.001586695816977863
0.5,120772,468,6248,660.384085815,145.539331294,5.02997588997,2.31389014514,6.30511611846,2302,60.5965884861,2013.16460554,27,17,0.059466750453641616,0.002912354652994803,221001,906,8613,3933.23800737,1574.38645056,0.339522140564,0.100503358535,12.7373300964,10560,42.9620782601,1498.35542337,27,17,0.059466750453641616,0.002912354652994803
0.5,1706188,402,12138,837.580052302,93.569848167,7.6212593663,2.6090599903,4.86627099055,2597,21.2891013384,1937.63938815,27,17,0.059466750453641616,0.002912354652994803,5501,5908,400,7.19638941016,2.63572286638,1.7722887831,0.341936471695,0.825192942216,28,86.3214285714,1704.92857143,20,22,0.06868547004384117,0.002138783538936846
0.5,60,146,0,0.35694329868,0.100503358535,0.339522140564,0.100503358535,1.11922933537,1,172,4592,1,0,0.0,0.0005563836254928336,78083,679,3680,165.594483553,89.1431564125,5.18626684479,2.4168313702,7.17936378545,682,82.9869565217,3777.76666667,15,19,0.06140793006173443,0.001586695816977863
0.5,41765,185,1356,1529.64305757,282.858500112,76.8095144531,5.39217109551,104.438625475,3307,50.1320417288,3585.78986587,35,36,0.11762816045508438,0.0037674527264236024,6119,382,417,8.48591769886,3.28505847775,0.585955370227,0.100503358535,0.585955370227,32,145.65625,2851.40625,1,2,0.0,0.0005563836254928336
0.5,1043,974,31,0.100503358535,0.100503358535,1.13426952429,0.100503358535,1.63734934712,0,0,0,20,22,0.06868547004384117,0.002138783538936846,2470,357,119,1.12647413045,0.323284482763,0.337131952744,0.337131952744,0.596162195315,5,60.6,1983,20,22,0.06868547004384117,0.002138783538936846
0.5,45589,862,2641,148.854279232,36.998883856,27.8817679309,3.33349180419,23.8612817152,551,127.404293381,2833.84794275,35,36,0.11762816045508438,0.0037674527264236024,4557,82,167,7.33762616485,4.39749731434,0.100503358535,0.100503358535,2.09201695773,25,12.44,398.76,20,22,0.06868547004384117,0.002138783538936846
0.5,3741,1635,242,0.565491078075,0.316667660592,0.100503358535,0.100503358535,0.351840143871,2,0,7.5,20,22,0.06868547004384117,0.002138783538936846,794,892,32,1.33691417504,0.362150068203,1.05921255864,0.337131952744,0.822583964435,4,0,68.5,25,22,0.07332796157734574,0.0028356877067814007
0.5,356712,2070,2804,24.8239103521,4.46812603418,2.14440635704,0.605766716163,1.62703890732,92,258.255319149,8133,27,17,0.059466750453641616,0.002912354652994803,1205166,3329,378,55.7950098681,24.7160051856,1.55777924808,0.334765666801,2.51153637688,177,55.4833333333,62386.9166667,27,17,0.059466750453641616,0.002912354652994803
0.5,889300,183,5646,3237.31387301,1964.29018677,18.1172813641,0.85260213546,90.1458413467,10953,10.0285919799,1180.80534077,27,17,0.059466750453641616,0.002912354652994803,592,193,41,0.559486709932,0.308149924596,1.10585049988,0.351840143871,0.351840143871,2,27.5,528.5,25,22,0.07332796157734574,0.0028356877067814007
0.5,871652,140,13838,133.213344879,56.0277473134,2.62255029053,1.12116022334,2.62255029053,562,135.158450704,5187.5,27,17,0.059466750453641616,0.002912354652994803,638283,150,1492,20677.8834456,5606.96445094,1.32608699884,0.100503358535,33.6829020514,56196,0.94757540644,480.542013413,27,17,0.059466750453641616,0.002912354652994803
0.5,3525,3115,131,0.100503358535,0.100503358535,0.100503358535,0.100503358535,0.100503358535,0,0,0,20,22,0.06868547004384117,0.002138783538936846,20,7,2,7.69082373179,0.277305640849,1.33150797971,0.100503358535,2.83062680131,6,2,96.1666666667,15,17,0.05471347065010197,0.0016705830348218772
0.5,102116,293,970,1729.45163398,763.659739323,30.8299766589,8.56836692169,93.3115713274,4067,12.3102694829,1636.37970381,15,19,0.06140793006173443,0.001586695816977863,1611042,936,10346,388.093281965,65.7190455264,2.08696134835,0.349326776018,1.09632239813,1637,35.5006031363,3538.08926417,27,17,0.059466750453641616,0.002912354652994803
0.5,39262,848,1610,40.4950207027,8.9436069153,3.22767690032,0.564342728903,1.07032070863,163,132.030674847,2931.51533742,35,36,0.11762816045508438,0.0037674527264236024,119001,119704,2266,63.6032615837,17.010681516,11.2328519009,0.100503358535,6.62889672446,206,167.913043478,6161.9178744,27,17,0.059466750453641616,0.002912354652994803
0.5,7157,73,82,8.6914320942,2.64213200832,0.346838541843,0.100503358535,2.5939236841,31,29.4838709677,4767.29032258,1,2,0.0,0.0005563836254928336,102116,293,970,1729.45163398,763.659739323,30.8299766589,8.56836692169,93.3115713274,4067,12.3102694829,1636.37970381,15,19,0.06140793006173443,0.001586695816977863
0.5,5941,1615,278,39.5895711782,3.86645307842,1.51595307118,0.100503358535,1.28169076292,116,63.9915254237,2503.94915254,20,22,0.06868547004384117,0.002138783538936846,697,14,37,20.6191476341,12.3688453917,7.78315295704,3.69819548748,11.3782884267,54,47.2181818182,790.636363636,25,22,0.07332796157734574,0.0028356877067814007
0.5,2745543,7828,22729,349.819625135,107.081021087,0.604091150446,0.100503358535,2.39220134212,1359,55.718228032,3705.91648511,27,17,0.059466750453641616,0.002912354652994803,462071,331717,890,201.098430037,136.251577298,0.100503358535,0.100503358535,0.100503358535,728,24.6338797814,2543.06010929,27,17,0.059466750453641616,0.002912354652994803
0.5,1271,1503,59,0.297973176755,0.297973176755,0.100503358535,0.100503358535,0.100503358535,1,0,12,20,22,0.06868547004384117,0.002138783538936846,254,534,1,3.45364851658,0.277305640849,0.810484751088,0.341936471695,1.27666674454,12,6.75,573.916666667,25,22,0.07332796157734574,0.0028356877067814007
0.5,1209835,3,12226,86.8200838396,18.4581095795,0.100503358535,0.100503358535,0.100503358535,390,36.5255102041,2729.60969388,27,17,0.059466750453641616,0.002912354652994803,245591,266,4105,111.713045319,46.7096713942,2.43858365023,0.571441825748,3.14139423789,501,156.454365079,6599.69642857,27,17,0.059466750453641616,0.002912354652994803
0.5,3722,285,103,17.1484351254,2.71753222201,5.87896379302,0.610818839424,3.58359551723,61,79.4032258065,5921.35483871,20,22,0.06868547004384117,0.002138783538936846,739581,10723,1279,102.026750104,96.7713185484,1.53732181604,1.05435803853,3.46775398195,432,11.1916859122,966.193995381,27,17,0.059466750453641616,0.002912354652994803
0.5,1424824,338,6096,462.507298936,135.304121994,0.334765666801,0.334765666801,0.334765666801,1732,43.962307253,5992.77898344,27,17,0.059466750453641616,0.002912354652994803,6375552,813,13024,12873.6009322,4515.51517633,1.03520996852,0.100503358535,2.03903709968,28917,9.79993143641,1988.04748029,27,17,0.059466750453641616,0.002912354652994803
0.5,58090,6,2963,98.9542408593,27.7975963377,0.796262414086,0.332423043719,0.332423043719,430,241.68045977,8490.30114943,15,19,0.06140793006173443,0.001586695816977863,44034,2974,3456,223.914525839,85.6051762716,23.6886708148,9.26024467972,21.0503096777,871,332.823329558,9018.23556059,35,36,0.11762816045508438,0.0037674527264236024
0.5,3166413,276,603,1253.34542879,980.12092647,12.9634252305,2.38001807762,100.537796661,4801,7.9061738424,1694.6988221,27,17,0.059466750453641616,0.002912354652994803,3892,4333,43,0.297973176755,0.100503358535,0.100503358535,0.100503358535,1.08352929252,1,0,1,20,22,0.06868547004384117,0.002138783538936846
0.5,501043,3289,6694,307.805391227,72.5250702042,2.10364411311,0.604091150446,2.83240137645,1093,70.6588021779,4390.37931034,27,17,0.059466750453641616,0.002912354652994803,38,0,0,0.100503358535,0.100503358535,0.100503358535,0.100503358535,0.346838541843,0,0,0,15,17,0.05471347065010197,0.0016705830348218772
0.5,2553,2273,38,0.354378899279,0.100503358535,0.820364760404,0.100503358535,0.820364760404,1,27,388,20,22,0.06868547004384117,0.002138783538936846,377,338,19,0.290192078012,0.290192078012,0.35694329868,0.100503358535,0.35694329868,1,27,591,25,22,0.07332796157734574,0.0028356877067814007
0.5,236123,858,2794,77.1935733839,23.9710764579,12.5416012889,2.55072506841,12.6070724246,307,159.200647249,5131.31067961,27,17,0.059466750453641616,0.002912354652994803,364,927,6,0.551680477817,0.310247364657,0.834980862738,0.339522140564,0.832590674918,2,1.5,122,25,22,0.07332796157734574,0.0028356877067814007
0.5,4491415,756,29876,4499.99625119,2206.57189762,26.9669247433,12.6282827226,29.0698219532,16646,22.7477263271,2206.42073352,27,17,0.059466750453641616,0.002912354652994803,119001,119704,2266,63.6032615837,17.010681516,11.2328519009,0.100503358535,6.62889672446,206,167.913043478,6161.9178744,27,17,0.059466750453641616,0.002912354652994803
0.5,1043,81,40,2.71828133782,0.932457738124,0.100503358535,0.100503358535,0.100503358535,10,21.5,1412.3,20,22,0.06868547004384117,0.002138783538936846,7147,737,112,2.33298972668,0.714556340145,0.862129980767,0.100503358535,1.35758870294,11,13.2727272727,520.181818182,1,2,0.0,0.0005563836254928336
0.5,3317868,58,58670,4181.19036583,2200.00702641,18.3799704838,13.8671522537,31.7927874243,13291,24.4464963884,1476.28095912,27,17,0.059466750453641616,0.002912354652994803,3742349,58111,29109,1337.14689048,275.658602722,8.41601221535,1.55952189384,4.29605899526,3682,43.9570585078,5128.20236178,27,17,0.059466750453641616,0.002912354652994803
0.5,221001,906,8613,3933.23800737,1574.38645056,0.339522140564,0.100503358535,12.7373300964,10560,42.9620782601,1498.35542337,27,17,0.059466750453641616,0.002912354652994803,756715,12949,1311,38.2605222677,10.6975673388,12.8457932425,1.58428385573,12.1066615563,144,209.717241379,21496.5655172,27,17,0.059466750453641616,0.002912354652994803
