Number of paths,A_Node in-degree,A_Node out-degree,A_Eigenvector centrality,A_Page rank,A_HITS,B_Node in-degree,B_Node out-degree,B_Eigenvector centrality,B_Page rank,B_HITS
28,20,10,0.031916568513016046,0.0023218038686350635,0.0020669605720256886,16,16,0.04927795934726291,0.0017228467162149672,0.003407769958074138
2,3,2,0.00015342368913568826,0.0007379474755464671,9.695139248625729e-08,2,6,0.0027947168068158837,0.0008033490450987485,0.00019088737706249623
23,20,12,0.04494318321786189,0.0023027249464836115,0.00267587290774099,15,12,0.0383997392785269,0.0016805001571394017,0.002845903549250717
49,30,27,0.08565069610766854,0.0033437754316397055,0.005385134777368868,19,20,0.07012517719588669,0.001987453991611382,0.00448947803155109
46,23,16,0.05137435294777026,0.0026318376622037525,0.003224996899196666,20,30,0.10002211740313345,0.002259757146481442,0.006606968074940741
42,25,18,0.057129430180108014,0.002676728807908981,0.003922011490487174,9,22,0.07529831788867117,0.0011420934472398591,0.004694908392826819
50,21,19,0.06083627549777173,0.00229966903847219,0.0038726395276706895,18,27,0.08679493799346617,0.0021576222866551186,0.005870363594412932
23,20,12,0.04494318321786189,0.0023027249464836115,0.00267587290774099,19,20,0.05814738990466368,0.0020655712202667627,0.004062208462544729
7,9,22,0.07529831788867117,0.0011420934472398591,0.004694908392826819,13,16,0.0534272287389969,0.0016681931304396197,0.002981671479046884
39,19,21,0.06467281793086219,0.0022517580668419235,0.004683449295471779,15,28,0.08978690152567965,0.0017414693427008313,0.005556871563770599
30,18,21,0.06604103051746806,0.0023829007116721473,0.004325587810522577,25,22,0.07224977282005232,0.002590123111817741,0.004871113176521463
40,20,18,0.05886020445700278,0.002387138918937254,0.0036591359277373175,22,21,0.06619199457403085,0.0023671477186318034,0.004989027017615463
40,23,27,0.0897361181922247,0.002519717461340013,0.005744631113170816,18,19,0.06341538072953293,0.0019637813124942414,0.004296190652839958
53,22,23,0.06812396940932892,0.002362384729387352,0.004526818505199753,17,25,0.08226931867866669,0.00190971457944273,0.004968717262222408
45,25,21,0.07042966191634614,0.0027213741165671374,0.004337509506635948,17,26,0.07962504018094939,0.002063400438700303,0.005596110331492586
27,21,22,0.0735863814985223,0.0023706817922237115,0.004526377327965217,15,18,0.056236893961695615,0.001955047137709805,0.003774688162301276
43,18,21,0.06521960639061297,0.001975539997647279,0.0043978896902800955,36,28,0.0882036547121667,0.0038586383685534085,0.0059674894706802
1,1,0,0.0,0.0005563836254928336,0.0,0,1,0.0,0.0003007479048160095,3.313204296555727e-29
16,19,22,0.07696243696743975,0.0021916546864348472,0.004757179032764872,14,14,0.04631536011789902,0.00152329946995261,0.002943787301962851
28,24,24,0.07649715120136505,0.00253240550740099,0.0054821066711009045,20,14,0.048423104204204585,0.0024217458290074195,0.0028252861595759503
17,18,10,0.030978743601656072,0.00205047652117624,0.0020119828825927778,21,16,0.054069940773005074,0.0024958444252689664,0.003503144323500691
32,18,23,0.07726457246969175,0.002045745135610805,0.0049958068166385625,19,20,0.06384287796506707,0.0022519636377178174,0.004122315503798527
31,17,15,0.05450896875765655,0.002000229985824119,0.003319920934517284,23,20,0.06511589931256194,0.0024617661623939618,0.004523981171889879
25,18,17,0.059179511273392625,0.002122327565071895,0.003849575549181408,13,20,0.0600522417685862,0.001518486364324379,0.00471989456452939
1,1,0,0.0,0.0005563836254928336,0.0,0,1,0.0,0.0003007479048160095,3.313204296555727e-29
23,13,22,0.06900836548123179,0.0016553401955277727,0.004737270569522464,30,27,0.08565069610766854,0.0033437754316397055,0.005385134777368868
21,16,16,0.05185131366128771,0.0018908389696706903,0.003693783363041301,18,15,0.0469518289007691,0.0021198517969090278,0.003237833245669342
22,15,20,0.06325869682661295,0.0017608184755692018,0.0043128337384671376,15,19,0.06140793006173443,0.001586695816977863,0.0036727243946278764
25,20,23,0.08423535717797268,0.0022636299952612047,0.0052408030411928526,15,18,0.056236893961695615,0.001955047137709805,0.003774688162301276
31,14,23,0.07538463547478463,0.0016067610635524636,0.005041709237621511,17,19,0.06305981478493523,0.001967071924169331,0.00392042844318283
24,11,12,0.038645862084881584,0.0013678299699307259,0.0022975934782669175,14,19,0.060704089589529296,0.0015862216037961325,0.003428280215116721
44,22,21,0.06923493495767423,0.0022493934413239988,0.0045519027672122885,18,22,0.07530982015569089,0.0019372549269294028,0.004984546132896243
47,28,19,0.063677882159958,0.0028717192735356048,0.0042999593545105875,13,22,0.06900836548123179,0.0016553401955277727,0.004737270569522464
24,18,21,0.06440118731000531,0.0021307883700109934,0.005121962723291965,13,22,0.06900836548123179,0.0016553401955277727,0.004737270569522464
22,22,15,0.04443871693578746,0.0022426054809244183,0.003150195502913385,25,18,0.057129430180108014,0.002676728807908981,0.003922011490487174
40,22,18,0.05252807850898087,0.002362671535141504,0.0039888612958162584,19,20,0.07012517719588669,0.001987453991611382,0.00448947803155109
26,18,21,0.06440118731000531,0.0021307883700109934,0.005121962723291965,21,23,0.06741944123626027,0.0024721623345547467,0.004754722673127746
59,30,27,0.08565069610766854,0.0033437754316397055,0.005385134777368868,19,25,0.08080255865079757,0.002137243283644959,0.0054634137602204156
25,20,18,0.05603647092756754,0.002632800008322585,0.0035607620642341795,18,22,0.07034984213241201,0.002214057692464348,0.004883762162405119
39,20,18,0.05987535320813202,0.0021462892550555904,0.003669315828943892,23,26,0.08475177570721945,0.00254356159227749,0.005530943384965691
31,24,26,0.0892604971236883,0.0028192874025600276,0.005672682233968459,18,17,0.052689411158768795,0.0021473505879631306,0.003443249904013239
31,16,17,0.060325303152476646,0.0017815530552924134,0.003489678642279319,20,23,0.08423535717797268,0.0022636299952612047,0.0052408030411928526
32,18,24,0.08268603759798702,0.002033809745085619,0.004674414449045126,18,24,0.07705172230181566,0.0022251561554799295,0.00517658474812983
12,18,17,0.05842937993296095,0.0019837419019807117,0.003661684587615267,23,12,0.039820073980474914,0.0025816881979808387,0.002416905620346981
38,22,12,0.035898879300887775,0.002616873233530744,0.002513076887201385,23,24,0.0722732266560992,0.0025562901754283807,0.004999670425295167
64,22,26,0.08001683991578497,0.002515454125941312,0.005677465423372563,35,36,0.11762816045508438,0.0037674527264236024,0.00863411273832738
25,19,17,0.06251654620692361,0.0020714224599028158,0.0035902507968454873,23,16,0.05137435294777026,0.0026318376622037525,0.003224996899196666
34,22,23,0.08061415456866787,0.002443563669717304,0.004728826384737165,33,18,0.044934690189259774,0.0035931417149309224,0.0028418151790944777
54,28,18,0.06755172997597207,0.002993996663614057,0.003836118364994185,23,27,0.0897361181922247,0.002519717461340013,0.005744631113170816
35,16,13,0.036448840370395356,0.0017957771206418482,0.002707567492922097,17,25,0.08226931867866669,0.00190971457944273,0.004968717262222408
35,17,23,0.07539551347834013,0.0018427796627312934,0.004842225976508518,18,23,0.07726457246969175,0.002045745135610805,0.0049958068166385625
12,8,23,0.07628405875071051,0.0011012768461555061,0.0050524691700404,19,18,0.05340459940419144,0.002224275128957045,0.0029809732516791324
41,21,16,0.049928350758954625,0.002594364666169516,0.0032006157622980836,24,24,0.07649715120136505,0.00253240550740099,0.0054821066711009045
37,20,24,0.07571035514025747,0.002172136282610914,0.005468541102249839,18,19,0.06781967974808348,0.0020163262306291878,0.0039952471583706356
39,27,17,0.059466750453641616,0.002912354652994803,0.003291125554422982,20,18,0.060687563499706734,0.001981902830511157,0.004267776337019667
35,15,18,0.056236893961695615,0.001955047137709805,0.003774688162301276,20,25,0.0791415157002213,0.002277299341425659,0.005385136816336591
37,18,14,0.044404360991206385,0.0021001029891101874,0.0027300405861165906,15,24,0.078774467031515,0.0017255389277312442,0.004979998797100424
20,17,11,0.03983380531070584,0.0019341635901410576,0.0025366355692921084,22,20,0.06410630426222041,0.0024127771578201273,0.004548790178510823
28,25,24,0.08077094228945013,0.0026242852770583004,0.00541070942415077,13,18,0.0580421081118519,0.0014246544686678552,0.00421337980764904
38,23,24,0.0722732266560992,0.0025562901754283807,0.004999670425295167,23,16,0.05137435294777026,0.0026318376622037525,0.003224996899196666
1,1,0,0.0,0.0005563836254928336,0.0,0,1,0.0,0.0003007479048160095,3.313204296555727e-29
20,19,19,0.06256957420092898,0.0020722236213795,0.0039000135116846017,21,18,0.05773507072963059,0.0023213230045020777,0.0036541471815106853
43,18,21,0.06440118731000531,0.0021307883700109934,0.005121962723291965,23,27,0.0897361181922247,0.002519717461340013,0.005744631113170816
39,25,28,0.08822695485585567,0.0036091028185473366,0.006158180607863962,18,17,0.059179511273392625,0.002122327565071895,0.003849575549181408
1,1,0,0.0,0.0005563836254928336,0.0,0,1,0.0,0.0003007479048160095,3.313204296555727e-29
20,19,22,0.07696243696743975,0.0021916546864348472,0.004757179032764872,19,14,0.046769369007752484,0.0023992694704576536,0.0029047786166723367
20,22,16,0.05814231330983583,0.0024099983033793447,0.003662782556428503,20,20,0.06746557606944552,0.0022260074965400377,0.004475265329695489
26,22,22,0.07034193767217777,0.0024155998209729433,0.004525435794625206,26,17,0.04982340403151201,0.0029130459188692836,0.0034998441999303234
1,1,0,0.0,0.0005563836254928336,0.0,0,1,0.0,0.0003007479048160095,3.313204296555727e-29
26,19,24,0.077135782527569,0.002527464198626475,0.004961473365243366,18,22,0.07931518251621782,0.0022104134135799837,0.004630962944677715
29,16,16,0.04927795934726291,0.0017228467162149672,0.003407769958074138,27,19,0.06428894879567507,0.003127268820069239,0.004025881762081609
27,15,18,0.056236893961695615,0.001955047137709805,0.003774688162301276,20,22,0.06868547004384117,0.002138783538936846,0.004770983836167625
31,20,17,0.058729881598522285,0.002174284647310725,0.003934816409538846,18,19,0.06341538072953293,0.0019637813124942414,0.004296190652839958
51,25,21,0.07042966191634614,0.0027213741165671374,0.004337509506635948,19,25,0.07999964486656576,0.002186802864358378,0.005311617327688005
15,20,21,0.07549306910145082,0.0026048208324807834,0.004464454690845405,21,14,0.044333260551416245,0.002466254522348512,0.0030476327879880908
21,15,20,0.06325869682661295,0.0017608184755692018,0.0043128337384671376,22,18,0.06018282034944963,0.002528386882341834,0.0034361906837086747
1,1,0,0.0,0.0007736739899034764,0.0,1,1,0.0,0.0005563836254928336,3.313204296555727e-29
1,1,0,0.0,0.0005563836254928336,0.0,0,1,0.0,0.0003007479048160095,3.313204296555727e-29
17,16,17,0.05675930452011555,0.0021994680950593154,0.003577585701650084,18,17,0.04912012272083369,0.0021432744081475398,0.0036761355909799807
26,16,13,0.036448840370395356,0.0017957771206418482,0.002707567492922097,21,22,0.0735863814985223,0.0023706817922237115,0.004526377327965217
41,22,18,0.06018282034944963,0.002528386882341834,0.0034361906837086747,14,24,0.08092815206313352,0.0016695981143045695,0.005390499532274542
24,18,14,0.04342364463011503,0.0019498640943510955,0.0030793415752838325,22,19,0.06319796658293655,0.0022153701655819613,0.004348981859743461
32,18,19,0.06341538072953293,0.0019637813124942414,0.004296190652839958,16,18,0.06010140519815149,0.001959946533451008,0.003847386304869057
20,22,14,0.049038950900356565,0.0021271622994665086,0.003044100530284802,18,19,0.05618393852922469,0.002105608361757282,0.0045271367221134074
32,22,23,0.08061415456866787,0.002443563669717304,0.004728826384737165,21,17,0.05960701997574528,0.0024371866025713427,0.0037033797266853644
25,22,23,0.06812396940932892,0.002362384729387352,0.004526818505199753,21,16,0.054069940773005074,0.0024958444252689664,0.003503144323500691
20,16,14,0.05083068013358098,0.0017634972209760202,0.0030305179607129323,20,19,0.06299962070749907,0.0023095197581550824,0.004353319072841035
58,25,19,0.06435423894920066,0.0028515548695151535,0.0040744793965726556,25,28,0.08822695485585567,0.0036091028185473366,0.006158180607863962
1,2,1,0.002150601073931815,0.0007260597624819012,0.00023102127892443483,33,18,0.044934690189259774,0.0035931417149309224,0.0028418151790944777
42,19,14,0.04619133858444396,0.0023162281711023606,0.0029780887921316305,24,28,0.08659310195137833,0.002827875213777728,0.0064727604976191596
3,4,0,0.0,0.0008430325129422762,0.0,1,5,1.949007746169352e-05,0.00045068083839957856,1.0447325779505205e-05
29,16,16,0.04927795934726291,0.0017228467162149672,0.003407769958074138,19,20,0.05814738990466368,0.0020655712202667627,0.004062208462544729
63,33,18,0.044934690189259774,0.0035931417149309224,0.0028418151790944777,20,19,0.06299962070749907,0.0023095197581550824,0.004353319072841035
34,28,18,0.06755172997597207,0.002993996663614057,0.003836118364994185,13,18,0.0580421081118519,0.0014246544686678552,0.00421337980764904
15,15,18,0.05828632896757105,0.0019047748628695834,0.00404658672768837,21,19,0.060113526858320075,0.0024786745841367,0.0043170370438559095
20,21,16,0.054069940773005074,0.0024958444252689664,0.003503144323500691,18,14,0.04342364463011503,0.0019498640943510955,0.0030793415752838325
42,18,21,0.07393351951645533,0.0020189856694808653,0.004655832301155212,23,27,0.0897361181922247,0.002519717461340013,0.005744631113170816
1,1,0,0.0,0.0005563836254928336,0.0,0,1,0.0,0.0003007479048160095,3.313204296555727e-29
37,23,16,0.05137435294777026,0.0026318376622037525,0.003224996899196666,21,20,0.06105683272398469,0.002111645694657107,0.004051595848335745
39,20,10,0.031916568513016046,0.0023218038686350635,0.0020669605720256886,15,20,0.06325869682661295,0.0017608184755692018,0.0043128337384671376
32,20,25,0.0873542606106045,0.0021276218682031106,0.00542768171813764,13,16,0.0534272287389969,0.0016681931304396197,0.002981671479046884
35,20,25,0.0873542606106045,0.0021276218682031106,0.00542768171813764,8,23,0.07628405875071051,0.0011012768461555061,0.0050524691700404
30,15,24,0.078774467031515,0.0017255389277312442,0.004979998797100424,15,21,0.06798839715229844,0.0018103999344682151,0.004388441495021229
33,19,16,0.04947665126169159,0.0021079468530071786,0.003315953129480926,20,18,0.05987535320813202,0.0021462892550555904,0.003669315828943892
37,21,19,0.060113526858320075,0.0024786745841367,0.0043170370438559095,20,19,0.058530084862293996,0.0020959130719683974,0.00425938209250719
32,17,26,0.07962504018094939,0.002063400438700303,0.005596110331492586,22,21,0.06235824979806142,0.002418390914214165,0.004059193737911128
43,21,16,0.054069940773005074,0.0024958444252689664,0.003503144323500691,20,25,0.0791415157002213,0.002277299341425659,0.005385136816336591
42,27,17,0.059466750453641616,0.002912354652994803,0.003291125554422982,22,21,0.06619199457403085,0.0023671477186318034,0.004989027017615463
1,1,0,0.0,0.0005563836254928336,0.0,0,1,0.0,0.0003007479048160095,3.313204296555727e-29
1,1,0,0.0,0.0005563836254928336,0.0,0,1,0.0,0.0003007479048160095,3.313204296555727e-29
33,22,19,0.06319796658293655,0.0022153701655819613,0.004348981859743461,19,20,0.07012517719588669,0.001987453991611382,0.00448947803155109
33,15,18,0.05609778117032271,0.001727174549509637,0.003964392681844095,19,25,0.07999964486656576,0.002186802864358378,0.005311617327688005
31,18,24,0.08268603759798702,0.002033809745085619,0.004674414449045126,20,19,0.06360107827259416,0.002273381330750309,0.0038586875916252392
35,18,21,0.06521960639061297,0.001975539997647279,0.0043978896902800955,21,23,0.06741944123626027,0.0024721623345547467,0.004754722673127746
29,19,22,0.07696243696743975,0.0021916546864348472,0.004757179032764872,17,18,0.05644273475932734,0.0020068638729513993,0.004091927338261395
28,15,19,0.06140793006173443,0.001586695816977863,0.0036727243946278764,17,25,0.08190721214709366,0.0020605374359056457,0.005480482501865171
27,21,17,0.05960701997574528,0.0024371866025713427,0.0037033797266853644,15,14,0.04815307850639382,0.0018818012713657988,0.003181965165023458
55,27,19,0.06428894879567507,0.003127268820069239,0.004025881762081609,18,20,0.06803762771823672,0.0020801555624897377,0.004979489356381449
24,13,13,0.03957534248143418,0.0015434980440233936,0.002359841493281659,24,28,0.08659310195137833,0.002827875213777728,0.0064727604976191596
31,20,18,0.05987535320813202,0.0021462892550555904,0.003669315828943892,18,22,0.07034984213241201,0.002214057692464348,0.004883762162405119
40,23,19,0.05433445789750746,0.002430252541735663,0.0038396840712633905,14,25,0.07820242019138966,0.0017606196148687542,0.005524236974748618
33,22,21,0.06923493495767423,0.0022493934413239988,0.0045519027672122885,14,19,0.060704089589529296,0.0015862216037961325,0.003428280215116721
18,21,23,0.06741944123626027,0.0024721623345547467,0.004754722673127746,25,18,0.057129430180108014,0.002676728807908981,0.003922011490487174
41,19,20,0.07012517719588669,0.001987453991611382,0.00448947803155109,20,23,0.08423535717797268,0.0022636299952612047,0.0052408030411928526
33,21,22,0.0735863814985223,0.0023706817922237115,0.004526377327965217,21,19,0.060113526858320075,0.0024786745841367,0.0043170370438559095
27,14,14,0.04631536011789902,0.00152329946995261,0.002943787301962851,18,22,0.07530982015569089,0.0019372549269294028,0.004984546132896243
38,23,17,0.05356900207886508,0.002568233146773963,0.0034265175596613737,20,19,0.058530084862293996,0.0020959130719683974,0.00425938209250719
36,20,19,0.06299962070749907,0.0023095197581550824,0.004353319072841035,8,23,0.07628405875071051,0.0011012768461555061,0.0050524691700404
19,19,24,0.077135782527569,0.002527464198626475,0.004961473365243366,23,16,0.05545902056498734,0.0025607402031395253,0.0033700860095171752
45,24,19,0.06620442984552105,0.002484005300207607,0.004096569220729882,18,23,0.07726457246969175,0.002045745135610805,0.0049958068166385625
2,5,6,0.004170262793763698,0.0010835219481739097,0.0002073958946312766,19,23,0.06561727806127508,0.0025248284886651862,0.0047288183435613695
1,1,0,0.0,0.0005563836254928336,0.0,0,1,0.0,0.0003007479048160095,3.313204296555727e-29
35,23,19,0.05433445789750746,0.002430252541735663,0.0038396840712633905,18,23,0.07726457246969175,0.002045745135610805,0.0049958068166385625
52,19,25,0.08080255865079757,0.002137243283644959,0.0054634137602204156,15,25,0.0817343045454525,0.001830091204552877,0.005496739864206198
15,18,17,0.04912012272083369,0.0021432744081475398,0.0036761355909799807,22,16,0.04163831961503492,0.003178294077726085,0.002841827472466596
34,22,16,0.05814231330983583,0.0024099983033793447,0.003662782556428503,13,18,0.0580421081118519,0.0014246544686678552,0.00421337980764904
14,14,24,0.08092815206313352,0.0016695981143045695,0.005390499532274542,22,15,0.04443871693578746,0.0022426054809244183,0.003150195502913385
1,1,5,0.0033910886529479644,0.0008314490986458513,0.00018695319972576667,5,2,0.00017520176678981314,0.0012487086745246827,4.776371610386405e-07
1,1,0,0.0,0.0005563836254928336,0.0,0,1,0.0,0.0003007479048160095,3.313204296555727e-29
45,27,20,0.06489901134497676,0.002850137254689173,0.004001349185451838,8,23,0.07628405875071051,0.0011012768461555061,0.0050524691700404
28,21,20,0.05878091085207984,0.00243861434908887,0.004148630383009126,14,24,0.08092815206313352,0.0016695981143045695,0.005390499532274542
24,15,18,0.05609778117032271,0.001727174549509637,0.003964392681844095,15,20,0.06412814195500094,0.0017909009591375528,0.004269978504179026
64,27,14,0.04258464254861152,0.0027542556938372304,0.0030964294582972295,15,25,0.0817343045454525,0.001830091204552877,0.005496739864206198
46,30,27,0.08565069610766854,0.0033437754316397055,0.005385134777368868,17,20,0.065877847086181,0.0018354151047681776,0.004725676460606681
41,27,20,0.06489901134497676,0.002850137254689173,0.004001349185451838,23,20,0.06511589931256194,0.0024617661623939618,0.004523981171889879
44,27,14,0.04258464254861152,0.0027542556938372304,0.0030964294582972295,15,17,0.05471347065010197,0.0016705830348218772,0.0038870247980440182
24,19,20,0.06384287796506707,0.0022519636377178174,0.004122315503798527,18,15,0.0469518289007691,0.0021198517969090278,0.003237833245669342
31,18,23,0.08006211658706795,0.0019929660776324344,0.005208417990203413,18,22,0.07530982015569089,0.0019372549269294028,0.004984546132896243
59,35,36,0.11762816045508438,0.0037674527264236024,0.00863411273832738,13,19,0.0650737931549506,0.0014170468169330892,0.004092715300013835
39,18,17,0.055952910741411135,0.002324497248647778,0.0031266379347940436,13,22,0.06900836548123179,0.0016553401955277727,0.004737270569522464
17,14,14,0.04631536011789902,0.00152329946995261,0.002943787301962851,21,19,0.06083627549777173,0.00229966903847219,0.0038726395276706895
43,23,23,0.07615029572337442,0.0023836103110817454,0.004979911400461296,17,26,0.07962504018094939,0.002063400438700303,0.005596110331492586
1,1,0,0.0,0.0005091664673189538,0.0,2,3,0.0,0.0007355949199365464,1.956414005073191e-24
23,20,19,0.06360107827259416,0.002273381330750309,0.0038586875916252392,12,16,0.05320752788684889,0.0014401681424167957,0.0035561776099734856
36,24,25,0.08347397325124715,0.002338539976535812,0.005171865123347653,16,18,0.0666561273699981,0.0018755280305261903,0.003852615847893213
26,20,15,0.04953707732642935,0.0022142051728659784,0.0034277607980506405,22,18,0.05252807850898087,0.002362671535141504,0.0039888612958162584
22,18,17,0.059179511273392625,0.002122327565071895,0.003849575549181408,23,12,0.039820073980474914,0.0025816881979808387,0.002416905620346981
3,18,17,0.05276229727812065,0.0026123163891657443,0.0030871096068758974,2,2,0.00620756695368581,0.0006371366516750616,0.0003581766540027268
23,20,25,0.0791415157002213,0.002277299341425659,0.005385136816336591,15,21,0.06798839715229844,0.0018103999344682151,0.004388441495021229
29,23,19,0.05433445789750746,0.002430252541735663,0.0038396840712633905,21,17,0.05960701997574528,0.0024371866025713427,0.0037033797266853644
35,24,25,0.08347397325124715,0.002338539976535812,0.005171865123347653,19,23,0.07571520449479997,0.00208782743053542,0.005558616912063376
37,20,17,0.055384235885725865,0.00228575542713548,0.003478224599295181,13,21,0.06993409024812032,0.001427968345273366,0.004471491069761056
1,1,0,0.0,0.0005563836254928336,0.0,0,1,0.0,0.0003007479048160095,3.313204296555727e-29
27,14,19,0.060704089589529296,0.0015862216037961325,0.003428280215116721,25,22,0.07224977282005232,0.002590123111817741,0.004871113176521463
22,20,30,0.10002211740313345,0.002259757146481442,0.006606968074940741,11,15,0.055888614255524965,0.0013413300372912148,0.0031438843078085235
24,20,18,0.05987535320813202,0.0021462892550555904,0.003669315828943892,15,18,0.056236893961695615,0.001955047137709805,0.003774688162301276
48,18,21,0.06604103051746806,0.0023829007116721473,0.004325587810522577,20,30,0.10002211740313345,0.002259757146481442,0.006606968074940741
28,21,18,0.05773507072963059,0.0023213230045020777,0.0036541471815106853,16,16,0.04927795934726291,0.0017228467162149672,0.003407769958074138
29,21,19,0.0641162782982491,0.0025998069610197166,0.003976024676927274,18,17,0.05916375530989789,0.0021193558955046013,0.0036843315171249456
25,20,15,0.04953707732642935,0.0022142051728659784,0.0034277607980506405,14,14,0.0437186932686233,0.0016612790331460374,0.00299347694886271
56,23,26,0.08475177570721945,0.00254356159227749,0.005530943384965691,25,28,0.08822695485585567,0.0036091028185473366,0.006158180607863962
22,18,17,0.052689411158768795,0.0021473505879631306,0.003443249904013239,22,16,0.04163831961503492,0.003178294077726085,0.002841827472466596
43,24,23,0.07355257824226404,0.0024840319754043127,0.004987465671479797,23,24,0.0722732266560992,0.0025562901754283807,0.004999670425295167
17,20,10,0.031916568513016046,0.0023218038686350635,0.0020669605720256886,18,14,0.04297323367034618,0.001947421570213136,0.003038028855271197
57,22,26,0.08001683991578497,0.002515454125941312,0.005677465423372563,18,23,0.08006211658706795,0.0019929660776324344,0.005208417990203413
1,1,1,0.0,0.00038659411686718155,3.313204296555727e-29,24,28,0.08659310195137833,0.002827875213777728,0.0064727604976191596
42,28,19,0.063677882159958,0.0028717192735356048,0.0042999593545105875,17,23,0.07539551347834013,0.0018427796627312934,0.004842225976508518
1,1,1,0.0,0.0005563836254928336,3.313204296555727e-29,0,1,0.0,0.0003007479048160095,3.313204296555727e-29
42,27,18,0.06369486963510212,0.0030674112907189636,0.00389188618301991,14,17,0.056047083899656215,0.0018085390350249181,0.0036482842477659067
44,21,16,0.054069940773005074,0.0024958444252689664,0.003503144323500691,17,23,0.07539551347834013,0.0018427796627312934,0.004842225976508518
37,23,6,0.021512275259555104,0.002615139888804162,0.0010751227467829414,15,18,0.05609778117032271,0.001727174549509637,0.003964392681844095
26,19,20,0.06384287796506707,0.0022519636377178174,0.004122315503798527,22,23,0.06812396940932892,0.002362384729387352,0.004526818505199753
49,20,18,0.05886020445700278,0.002387138918937254,0.0036591359277373175,14,25,0.07820242019138966,0.0017606196148687542,0.005524236974748618
23,19,19,0.06256957420092898,0.0020722236213795,0.0039000135116846017,15,17,0.05471347065010197,0.0016705830348218772,0.0038870247980440182
40,17,26,0.07962504018094939,0.002063400438700303,0.005596110331492586,20,23,0.08423535717797268,0.0022636299952612047,0.0052408030411928526
42,27,20,0.06489901134497676,0.002850137254689173,0.004001349185451838,21,17,0.05960701997574528,0.0024371866025713427,0.0037033797266853644
26,21,13,0.040031328164491384,0.0023383698085340542,0.002697108218641184,21,17,0.05960701997574528,0.0024371866025713427,0.0037033797266853644
26,18,17,0.05531791254719167,0.0021801783978444692,0.0033097924451792435,20,18,0.05603647092756754,0.002632800008322585,0.0035607620642341795
25,22,16,0.05814231330983583,0.0024099983033793447,0.003662782556428503,20,15,0.04953707732642935,0.0022142051728659784,0.0034277607980506405
44,23,26,0.08475177570721945,0.00254356159227749,0.005530943384965691,20,25,0.0873542606106045,0.0021276218682031106,0.00542768171813764
22,15,24,0.078774467031515,0.0017255389277312442,0.004979998797100424,25,17,0.05585602962615767,0.003388286502075388,0.0034815097762834262
18,14,14,0.0437186932686233,0.0016612790331460374,0.00299347694886271,22,18,0.05252807850898087,0.002362671535141504,0.0039888612958162584
50,28,19,0.063677882159958,0.0028717192735356048,0.0042999593545105875,21,22,0.07383526195143231,0.0023642549765793257,0.004803989258534678
33,18,23,0.07726457246969175,0.002045745135610805,0.0049958068166385625,27,20,0.06489901134497676,0.002850137254689173,0.004001349185451838
